,LoyaltyID,Customer ID,Senior Citizen,Partner,Dependents,Tenure,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn,Count,Gender,Age,Under 30,Married,Number of Dependents,Location ID,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,churn_encoded
6168,831376,2868-MZAGQ,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.25,79.25,Yes,1.0,Male,49.0,No,No,0.0,UPZRCF1211,United States,California,Modesto,95354.0,"37.639029, -120.964772",37.639029,-120.964772,1
6169,244398,4847-QNOKA,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.9,44.9,Yes,1.0,Female,30.0,No,No,0.0,CZCNCL7917,United States,California,Modesto,95355.0,"37.672906, -120.946594",37.672906,-120.946594,1
6170,353250,2220-IAHLS,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.4,19.4,No,1.0,Female,49.0,No,No,0.0,YXDRRO8655,United States,California,Modesto,95356.0,"37.716186, -121.025836",37.716186,-121.025836,0
6171,462459,1658-XUHBX,Yes,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),88.75,5348.65,No,1.0,Female,75.0,No,Yes,1.0,EPWPXJ8728,United States,California,Modesto,95357.0,"37.670526, -120.877572",37.670526,-120.877572,0
6172,631379,6379-RXJRQ,No,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,659.65,Yes,1.0,Male,42.0,No,Yes,0.0,AWHQSZ6654,United States,California,Modesto,95358.0,"37.612612, -121.108568",37.612612,-121.108568,1
6173,787001,2378-HTWFW,Yes,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),91.0,3180.5,No,1.0,Male,78.0,No,No,0.0,VFLJFH4136,United States,California,Newman,95360.0,"37.343846, -121.039391",37.343846,-121.039391,0
6174,396264,8650-RHRKE,No,No,No,4,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.65,118.5,Yes,1.0,Male,27.0,Yes,No,0.0,BBLXQQ1424,United States,California,Oakdale,95361.0,"37.785033, -120.776141",37.785033,-120.776141,1
6175,747823,4377-VDHYI,No,Yes,Yes,32,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,90.8,3023.85,No,1.0,Male,29.0,Yes,Yes,3.0,NBNMPE7783,United States,California,Patterson,95363.0,"37.410236, -121.320337",37.410236,-121.320337,0
6176,107466,0475-RIJEP,No,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,77.85,3365.85,Yes,1.0,Male,47.0,No,No,0.0,LAYWMN3385,United States,California,Pinecrest,95364.0,"38.224869, -119.755729",38.224869,-119.755729,1
6177,649889,1260-TTRXI,No,No,No,4,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,54.3,195.3,Yes,1.0,Male,64.0,No,No,0.0,KEYNYE8493,United States,California,Planada,95365.0,"37.329725, -120.306399",37.329725,-120.306399,1
6178,575137,3719-TDVQB,Yes,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.95,1031.1,No,1.0,Female,68.0,No,Yes,0.0,GMCAJA7937,United States,California,Ripon,95366.0,"37.750778, -121.13238",37.750778,-121.13238,0
6179,966802,6328-ZPBGN,Yes,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.15,997.65,Yes,1.0,Female,67.0,No,No,0.0,LVBKIG7328,United States,California,Riverbank,95367.0,"37.734971, -120.954271",37.734971,-120.954271,1
6180,557617,0201-MIBOL,Yes,No,No,66,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),102.4,6471.85,No,1.0,Female,68.0,No,No,0.0,WBKBNX2149,United States,California,Salida,95368.0,"37.713152, -121.08739",37.713152,-121.08739,0
6181,154807,4937-QPZPO,No,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.9,6241.35,No,1.0,Male,62.0,No,Yes,3.0,FDTYHW3423,United States,California,Snelling,95369.0,"37.521708, -120.426843",37.521708,-120.426843,0
6182,267930,2925-VDZHY,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.7,6501.35,No,1.0,Male,64.0,No,Yes,2.0,LEFILV8277,United States,California,Sonora,95370.0,"37.982716, -120.343732",37.982716,-120.343732,0
6183,612019,6981-TDRFT,No,Yes,Yes,44,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,54.3,2317.1,No,1.0,Male,25.0,Yes,Yes,1.0,YDVMAK2833,United States,California,Soulsbyville,95372.0,"37.990574, -120.261821",37.990574,-120.261821,0
6184,399214,3413-CSSTH,No,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.7,2237.55,No,1.0,Male,40.0,No,No,0.0,JSUQQA8472,United States,California,Stevinson,95374.0,"37.316807, -120.855753",37.316807,-120.855753,0
6185,602987,8033-VCZGH,No,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.95,5231.3,No,1.0,Male,27.0,Yes,Yes,0.0,QWFXRU2196,United States,California,Tracy,95376.0,"37.680968, -121.446049",37.680968,-121.446049,0
6186,418234,4789-KWMXN,No,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.85,5275.8,Yes,1.0,Male,42.0,No,Yes,0.0,CMKTZO4119,United States,California,Tuolumne,95379.0,"37.939768, -120.188002",37.939768,-120.188002,1
6187,257521,0224-NIJLP,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,165.5,No,1.0,Male,30.0,No,Yes,3.0,IZTERH5431,United States,California,Turlock,95380.0,"37.474396, -120.875917",37.474396,-120.875917,0
6188,976695,7542-CYDDM,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,358.5,No,1.0,Male,61.0,No,No,0.0,GKYSOU1118,United States,California,Turlock,95382.0,"37.529656, -120.854357",37.529656,-120.854357,0
6189,201891,4718-WXBGI,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.95,6614.9,No,1.0,Male,21.0,Yes,Yes,1.0,ACEBNT3379,United States,California,Twain Harte,95383.0,"38.107441, -120.230625",38.107441,-120.230625,0
6190,738567,2867-UIMSS,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.5,80.5,Yes,1.0,Male,24.0,Yes,No,0.0,VXEMZD7474,United States,California,Vernalis,95385.0,"37.609095, -121.263381",37.609095,-121.263381,1
6191,567340,8495-PRWFH,Yes,No,No,42,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,55.65,2421.75,No,1.0,Female,66.0,No,No,0.0,NOZTZP5633,United States,California,Waterford,95386.0,"37.669516, -120.626964",37.669516,-120.626964,0
6192,684712,0439-IFYUN,Yes,No,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,1294.6,No,1.0,Female,78.0,No,No,0.0,IDCHRT6356,United States,California,Escondido,92027.0,"33.141265, -116.967221",33.141265,-116.967221,0
6193,676631,5716-LIBJC,No,No,Yes,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.15,1299.1,No,1.0,Female,29.0,Yes,No,2.0,LEEEZE3757,United States,California,Winton,95388.0,"37.421299, -120.599587",37.421299,-120.599587,0
6194,992854,2868-LLSKM,No,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),83.65,5733.4,No,1.0,Female,50.0,No,Yes,2.0,AEUPVJ3689,United States,California,Escondido,92027.0,"33.141265, -116.967221",33.141265,-116.967221,0
6195,821548,8111-RKSPX,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.2,305.55,Yes,1.0,Male,20.0,Yes,No,0.0,SDJFVG8695,United States,California,Santa Rosa,95401.0,"38.460517, -122.790335",38.460517,-122.790335,1
6196,279693,2988-QRAJY,No,No,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),110.05,7430.75,No,1.0,Male,27.0,Yes,No,0.0,ARITSJ9269,United States,California,Santa Rosa,95403.0,"38.488431, -122.752839",38.488431,-122.752839,0
6197,165759,1585-MQSSU,No,No,No,17,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,51.5,900.5,Yes,1.0,Male,36.0,No,No,0.0,UNDTZH5882,United States,California,Santa Rosa,95404.0,"38.526941, -122.709096",38.526941,-122.709096,1
6198,329513,0071-NDAFP,No,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.5,630.6,No,1.0,Male,31.0,No,Yes,3.0,VMQAUO8465,United States,California,Santa Rosa,95405.0,"38.439696, -122.668817",38.439696,-122.668817,0
6199,829886,2856-NNASM,Yes,No,No,43,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.55,3856.75,Yes,1.0,Male,74.0,No,No,0.0,JJSHVU3727,United States,California,Santa Rosa,95407.0,"38.394091, -122.739814",38.394091,-122.739814,1
6200,491260,7328-ZJAJO,No,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,1222.65,No,1.0,Female,19.0,Yes,Yes,2.0,OPZFYL8216,United States,California,Santa Rosa,95409.0,"38.468893, -122.580539",38.468893,-122.580539,0
6201,126490,6458-CYIDZ,Yes,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,80.7,374.8,No,1.0,Female,72.0,No,No,0.0,PAPBMS7134,United States,California,Albion,95410.0,"39.225694, -123.717354",39.225694,-123.717354,0
6203,495926,1090-PYKCI,No,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),105.1,7234.8,No,1.0,Female,19.0,Yes,Yes,3.0,LICKLQ6855,United States,California,Boonville,95415.0,"39.025867, -123.381544",39.025867,-123.381544,0
6204,195185,3058-WQDRE,No,No,No,13,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.15,331.85,No,1.0,Male,37.0,No,No,0.0,YLCHDP8269,United States,California,Branscomb,95417.0,"39.710591, -123.682799",39.710591,-123.682799,0
6205,593924,7547-EKNFS,No,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.25,3959.35,Yes,1.0,Male,37.0,No,Yes,0.0,XTVMOR9549,United States,California,Caspar,95420.0,"39.361283, -123.784599",39.361283,-123.784599,1
6206,808936,2279-AXJJK,No,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.65,5088.4,No,1.0,Male,27.0,Yes,Yes,0.0,DRHRTK3814,United States,California,Cazadero,95421.0,"38.578807, -123.19338",38.578807,-123.19338,0
6207,887409,6769-DYBQN,Yes,No,No,46,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.0,3969.4,Yes,1.0,Male,77.0,No,No,0.0,KTHYMA7117,United States,California,Clearlake,95422.0,"38.965804, -122.631779",38.965804,-122.631779,1
6208,210061,0909-SELIE,No,Yes,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),80.8,4860.85,No,1.0,Male,53.0,No,Yes,0.0,MUVTVW3712,United States,California,Clearlake Oaks,95423.0,"39.07116, -122.598542",39.07116,-122.598542,0
6209,246732,3417-TSCIC,No,No,No,29,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,24.85,788.05,No,1.0,Male,19.0,Yes,No,0.0,FOYENK2195,United States,California,Cloverdale,95425.0,"38.801936, -122.938935",38.801936,-122.938935,0
6210,424568,1042-HFUCW,No,No,Yes,25,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.75,1266.35,No,1.0,Female,37.0,No,No,1.0,ECAYMR7384,United States,California,Cobb,95426.0,"38.838088, -122.73203",38.838088,-122.73203,0
6212,155414,6537-OTKMY,No,No,No,15,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,50.75,688.2,No,1.0,Male,52.0,No,No,0.0,JPAQQA7364,United States,California,Covelo,95428.0,"39.83307, -123.178765",39.83307,-123.178765,0
6213,324432,8999-EXMNO,No,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,387.7,No,1.0,Female,48.0,No,Yes,3.0,VDVFBT2833,United States,California,Dos Rios,95429.0,"39.756049, -123.358701",39.756049,-123.358701,0
6214,999159,6725-TPKJO,No,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,845.25,No,1.0,Male,28.0,Yes,No,0.0,BAOCSG4586,United States,California,Duncans Mills,95430.0,"38.445603, -123.063756",38.445603,-123.063756,0
6215,357756,2446-BEGGB,Yes,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.25,560.6,Yes,1.0,Female,79.0,No,No,0.0,MUZOVD7542,United States,California,Lakewood,90712.0,"33.840524, -118.148403",33.840524,-118.148403,1
6216,498028,7162-WPHPM,No,Yes,Yes,58,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),71.6,4230.25,No,1.0,Male,44.0,No,Yes,3.0,SQDFTH3841,United States,California,Elk,95432.0,"39.108252, -123.645121",39.108252,-123.645121,0
6217,230503,1599-MMYRQ,No,Yes,Yes,62,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),81.45,4983.05,No,1.0,Male,27.0,Yes,Yes,3.0,MJZBVV5385,United States,California,Forestville,95436.0,"38.499302, -122.92444",38.499302,-122.92444,0
6218,552952,8821-KVZKQ,No,Yes,Yes,70,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),58.4,4113.15,No,1.0,Female,52.0,No,Yes,2.0,UUVVLG4793,United States,California,Fort Bragg,95437.0,"39.455555, -123.683979",39.455555,-123.683979,0
6219,374085,1496-GGSUK,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.7,25.7,Yes,1.0,Female,68.0,No,No,0.0,FMSJIJ8414,United States,California,Fulton,95439.0,"38.493888, -122.777141",38.493888,-122.777141,1
6220,566505,6434-TTGJP,No,Yes,Yes,10,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),53.7,521.0,No,1.0,Male,49.0,No,Yes,2.0,ZSOVGG7339,United States,California,Geyserville,95441.0,"38.731771, -123.064272",38.731771,-123.064272,0
6221,240881,0042-JVWOJ,No,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.6,471.85,No,1.0,Male,64.0,No,No,0.0,FQNWEM6776,United States,California,Glen Ellen,95442.0,"38.368744, -122.522642",38.368744,-122.522642,0
6222,231384,0130-SXOUN,No,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),89.4,5976.9,No,1.0,Male,55.0,No,No,0.0,TCZAYG6432,United States,California,Glenhaven,95443.0,"39.045246, -122.743181",39.045246,-122.743181,0
6224,997058,2330-PQGDQ,No,Yes,Yes,51,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),84.2,4299.75,No,1.0,Male,36.0,No,Yes,3.0,KUVIPM7287,United States,California,Gualala,95445.0,"38.848082, -123.50608",38.848082,-123.50608,0
6225,278779,1452-UZOSF,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),106.1,7548.6,No,1.0,Male,31.0,No,Yes,1.0,WWWZWR7127,United States,California,Guerneville,95446.0,"38.52576, -123.013347",38.52576,-123.013347,0
6226,291675,2097-YVPKN,No,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,1654.75,No,1.0,Male,56.0,No,No,0.0,GUWMJU4466,United States,California,Healdsburg,95448.0,"38.618347, -122.908422",38.618347,-122.908422,0
6227,646093,2842-JTCCU,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),46.05,80.35,Yes,1.0,Male,27.0,Yes,No,0.0,GYJEYH1265,United States,California,Hopland,95449.0,"38.93706, -123.118111",38.93706,-123.118111,1
6228,422590,8597-CTXVJ,No,No,Yes,70,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),64.95,4551.5,No,1.0,Male,31.0,No,No,1.0,BIDAGI7282,United States,California,Jenner,95450.0,"38.505995, -123.187019",38.505995,-123.187019,0
6229,341303,6631-HMANX,No,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.45,6227.5,No,1.0,Male,39.0,No,Yes,0.0,NKNRET7591,United States,California,Kelseyville,95451.0,"38.93496, -122.792243",38.93496,-122.792243,0
6230,790892,9962-BFPDU,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,No,1.0,Female,61.0,No,Yes,3.0,HKQBXL5685,United States,California,Kenwood,95452.0,"38.419525, -122.521585",38.419525,-122.521585,0
6231,785187,3296-SILRA,Yes,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,76.4,76.4,Yes,1.0,Female,76.0,No,Yes,0.0,MGLRFB7953,United States,California,Lakeport,95453.0,"39.080469, -122.955176",39.080469,-122.955176,1
6232,689469,9681-OXGVC,No,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,514.0,Yes,1.0,Female,54.0,No,No,0.0,HTLCUR7999,United States,California,Laytonville,95454.0,"39.806141, -123.531098",39.806141,-123.531098,1
6233,266479,6394-HHHZM,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,57.5,No,1.0,Male,27.0,Yes,No,0.0,XLGETI7762,United States,California,Little River,95456.0,"39.245911, -123.77214",39.245911,-123.77214,0
6234,158885,5995-LFTLE,No,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,1474.35,No,1.0,Male,39.0,No,No,0.0,NJLCHP4158,United States,California,Lower Lake,95457.0,"38.925545, -122.549083",38.925545,-122.549083,0
6235,805355,5180-UCIIQ,Yes,Yes,Yes,22,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,40.05,880.2,Yes,1.0,Male,80.0,No,Yes,2.0,ANHIRR6922,United States,California,Lucerne,95458.0,"39.141934, -122.770679",39.141934,-122.770679,1
6236,466834,1932-UEDCX,Yes,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.6,3270.25,No,1.0,Male,79.0,No,Yes,0.0,JMJTKS2569,United States,California,Manchester,95459.0,"38.966713, -123.586412",38.966713,-123.586412,0
6237,242688,7153-OANIO,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,69.95,Yes,1.0,Male,48.0,No,No,0.0,VPGAUY3254,United States,California,Mendocino,95460.0,"39.305545, -123.743697",39.305545,-123.743697,1
6238,932239,5188-HGMLP,Yes,Yes,No,54,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.0,3919.15,No,1.0,Male,73.0,No,Yes,0.0,XGFVQZ9445,United States,California,Middletown,95461.0,"38.787446, -122.58675",38.787446,-122.58675,0
6239,431500,0665-XHDJU,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,99.4,7285.7,No,1.0,Male,21.0,Yes,Yes,0.0,LCTNMT1137,United States,California,Monte Rio,95462.0,"38.471049, -123.015549",38.471049,-123.015549,0
6241,793807,8878-HMWBV,No,No,No,3,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.15,169.05,Yes,1.0,Male,47.0,No,No,0.0,SOTQXV4965,United States,California,Nice,95464.0,"39.12334, -122.838198",39.12334,-122.838198,1
6242,776956,8265-HKSOW,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),107.45,7658.3,No,1.0,Female,35.0,No,Yes,2.0,YSXLWC7183,United States,California,Occidental,95465.0,"38.415003, -122.998726",38.415003,-122.998726,0
6243,903187,3544-FBCAS,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),83.6,5959.3,No,1.0,Female,36.0,No,Yes,1.0,XBEURZ2562,United States,California,Philo,95466.0,"39.094102, -123.500853",39.094102,-123.500853,0
6244,901411,5331-RGMTT,Yes,Yes,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.05,5295.7,No,1.0,Male,67.0,No,Yes,0.0,OBQZXS2562,United States,California,Point Arena,95468.0,"38.911299, -123.609588",38.911299,-123.609588,0
6245,521465,4759-PXTAN,No,Yes,No,59,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,80.1,4693.2,No,1.0,Female,34.0,No,Yes,0.0,HBEXNH7775,United States,California,Potter Valley,95469.0,"39.408634, -123.045516",39.408634,-123.045516,0
6246,982212,7054-DMVAS,No,No,No,54,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),65.3,3512.9,No,1.0,Male,47.0,No,No,0.0,GSVSNB5225,United States,California,Redwood Valley,95470.0,"39.298065, -123.25211",39.298065,-123.25211,0
6247,100883,3428-MMGUB,No,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,89.55,5231.2,No,1.0,Male,34.0,No,No,0.0,VZYLRW2969,United States,California,Rio Nido,95471.0,"38.522328, -122.97932",38.522328,-122.97932,0
6248,773804,6549-BTYPG,No,Yes,No,60,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.8,3603.45,No,1.0,Female,19.0,Yes,Yes,0.0,LUVUDO3413,United States,California,Sebastopol,95472.0,"38.398815, -122.861923",38.398815,-122.861923,0
6249,603132,7823-JSOAG,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.5,217.45,No,1.0,Male,39.0,No,No,0.0,SWHAMF2846,United States,California,Sonoma,95476.0,"38.25485, -122.461799",38.25485,-122.461799,0
6250,610530,3705-RHRFR,No,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),99.15,6875.35,No,1.0,Female,52.0,No,Yes,0.0,RSWEQD4971,United States,California,Ukiah,95482.0,"39.134075, -123.23422",39.134075,-123.23422,0
6251,346006,9374-YOLBJ,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.25,19.25,No,1.0,Female,29.0,Yes,Yes,5.0,PIQCKW3958,United States,California,Upper Lake,95485.0,"39.220368, -122.907693",39.220368,-122.907693,0
6252,199617,9074-KGVOX,No,Yes,Yes,50,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),39.45,2021.35,No,1.0,Male,44.0,No,Yes,3.0,TUCNGY7938,United States,California,Westport,95488.0,"39.724433, -123.767578",39.724433,-123.767578,0
6253,794348,6128-DAFVY,No,No,No,56,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),44.85,2564.95,No,1.0,Female,58.0,No,No,0.0,NIHQAN8382,United States,California,Willits,95490.0,"39.492046, -123.375818",39.492046,-123.375818,0
6254,611327,9933-QRGTX,No,Yes,No,60,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,97.2,5611.75,No,1.0,Female,59.0,No,Yes,0.0,MKTBYI9344,United States,California,Windsor,95492.0,"38.527297, -122.810044",38.527297,-122.810044,0
6255,738632,4476-OSWTN,Yes,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,110.55,7610.1,No,1.0,Male,73.0,No,Yes,0.0,BPNZIE3988,United States,California,Witter Springs,95493.0,"39.222323, -122.985488",39.222323,-122.985488,0
6256,929300,3751-KTZEL,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,35.05,35.05,Yes,1.0,Female,62.0,No,No,0.0,MINNRT8982,United States,California,Yorkville,95494.0,"38.888351, -123.239647",38.888351,-123.239647,1
6257,507960,1977-STDKI,Yes,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.0,73.0,Yes,1.0,Female,72.0,No,No,0.0,WCTAZL4328,United States,California,The Sea Ranch,95497.0,"38.696659, -123.436861",38.696659,-123.436861,1
6258,264741,5066-GFJMM,No,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,45.75,No,1.0,Female,55.0,No,Yes,0.0,FBKAUB2636,United States,California,Eureka,95501.0,"40.796621, -124.15428",40.796621,-124.15428,0
6259,507026,2661-GKBTK,No,Yes,Yes,60,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),76.95,4543.95,No,1.0,Male,39.0,No,Yes,3.0,NEISWK5574,United States,California,Eureka,95503.0,"40.737431, -124.108897",40.737431,-124.108897,0
6260,922047,0458-HEUZG,No,No,No,13,No,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,No,Mailed check,35.4,450.4,No,1.0,Female,58.0,No,No,0.0,QXYELH9938,United States,California,Alderpoint,95511.0,"40.166028, -123.584144",40.166028,-123.584144,0
